1668-3,17-Hydroxyprogesterone,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,MIN,,ACTIVE,,1,,,,,Y,"17-alpha-hydroxyprogesterone; 17-Hydroxypregn-4-en-3,20-dione; 17-hydroxy-progest; 17-OH Progesterone; 17OHP; 17-OHP; 17-P; Chemistry; Endocrine; Endocrinology; Genetics; Heredity; Heritable; Hydroxyproges; Hydroxyprogstron; Inherited; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders",17OHP SerPl-mCnc,Both,,,ng/dL,17-Hydroxyprogesterone [Mass/volume] in Serum or Plasma,ng/dL,,,,1334,297,,,,,,1.0,,17-Hydroxyprogesterone [Mass/Vol]
16695-9,Cobalamins,MCnc,Pt,Bld,Qn,,CHEM,2.73,MIN,,ACTIVE,,1,,,,,Y,Blood; C721; Cbl; Chemistry; Cobalamin; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; UniversalLabOrders; Vit B12; Vitamin B12; WB; Whole blood,Vit B12 Bld-mCnc,Both,,,pg/mL,Cobalamin (Vitamin B12) [Mass/volume] in Blood,pg/mL,,,,4940,225,,,,,,1.0l,,Cobalamin (Vitamin B12) (Bld) [Mass/Vol]
16832-8,Escherichia coli enterotoxic identified,Prid,Pt,Stool,Nom,Organism specific culture,MICRO,2.73,MIN,,ACTIVE,,1,,,,,,Bowel movement; C&S; Cult; Cultures; E coli; E coli ETEC; Faecal; Faeces; Fecal; Feces; Gastro; Gastroenterology; GI; ID; Identity or presence; Infectious Disease; InfectiousDisease; Isolated; Microbiology; Nominal; o002; Point in time; Random; Spec; Stl; Stool = Fecal,E coli ETEC Stl Cult,Both,,,,Escherichia coli enterotoxic identified in Stool by Organism specific culture,,,,,3884,0,,,,,,1.0l,,E. coli enterotoxic identified Org specific cx Nom (Stl)
16859-1,Fibrinogen,PrThr,Pt,PPP,Ord,,COAG,2.73,MIN,,ACTIVE,,1,,,,,,COAGULATION; Coagulation factor I; FGN; Hematology; Heme; Ordinal; Plas; Platelet poor plasma; Point in time; PR; QL; Qual; Qualitative; Random; Screen,Fibrinogen PPP Ql,Both,,,,Fibrinogen [Presence] in Platelet poor plasma,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",1949,0,,,,,,1.0l,,Fibrinogen Ql (PPP)
16901-1,Gliadin Ab.IgA,PrThr,Pt,Ser,Ord,,SERO,2.73,MIN,,ACTIVE,,1,,,,,,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Celiac disease; F98; Gliadine; Immune globulin A; Immunoglobulin A; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serology; Serum; SR,Gliadin IgA Ser Ql,Both,,,,Gliadin IgA Ab [Presence] in Serum,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",4488,0,,,,,,1.0l,,Gliadin IgA Ql (S)
16902-9,Gliadin Ab.IgG,PrThr,Pt,Ser,Ord,,SERO,2.73,MIN,,ACTIVE,,1,,,,,,ABS; Aby; Agf98; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Celiac disease; F98; Gliadine; Immune globulin G; Immunoglobulin G; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serology; Serum; SR,Gliadin IgG Ser Ql,Both,,,,Gliadin IgG Ab [Presence] in Serum,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",4538,0,,,,,,1.0l,,Gliadin IgG Ql (S)
16914-4,Glucose^post XXX challenge,MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,MIN,,ACTIVE,,1,,,,,Y,After; CHEMISTRY.CHALLENGE TESTING; Endocrine; Endocrinology; Glu; Glu tol; Gluc; Glucose tolerance; Glucoseur; GTT; Level; Mass concentration; p chal; Pl; Plasma; Plsm; Point in time; PST; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR,Glucose p chal SerPl-mCnc,Observation,,,mg/dL,Glucose [Mass/volume] in Serum or Plasma --post XXX challenge,mg/dL,,,,3162,0,,,,,,1.0l,,Glucose post Unsp challenge [Mass/Vol]
16933-4,Hepatitis B virus core Ab,PrThr,Pt,Ser,Ord,,MICRO,2.73,MIN,,ACTIVE,,1,,,,,,ABS; Aby; Antby; Anti; Antibodies; Antibody; anti-HBc; Autoantibodies; Autoantibody; HBc; HBV; HBV core; Hep; Hep B; Hepatis; Hepatit; Hepatitis Bc; Hepatology; HepB; ID; Infectious Disease; InfectiousDisease; Liver; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serum; SR; UniversalLabOrders,HBV core Ab Ser Ql,Both,,,,Hepatitis B virus core Ab [Presence] in Serum,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",607,0,,,,,,1.0l,,HBV core Ab Ql (S)
16935-9,Hepatitis B virus surface Ab,ACnc,Pt,Ser,Qn,,MICRO,2.73,MIN,,ACTIVE,,1,,,,,Y,ABS; Aby; Antby; Anti; Antibodies; Antibody; anti-HBsAg; Arbitrary concentration; Autoantibodies; Autoantibody; HBs; HBsAB; HBV; HBV surface; Hep; Hep B; Hep Bs; Hepatis; Hepatit; HepB; ID; Infectious Disease; InfectiousDisease; Microbiology; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR; Surf; UniversalLabOrders,HBV surface Ab Ser-aCnc,Both,,,mIU/mL,Hepatitis B virus surface Ab [Units/volume] in Serum,m[IU]/mL,,,,376,0,,,,,,1.0l,,HBV surface Ab Qn (S)
16952-4,Herpes simplex virus 1 DNA,PrThr,Pt,CSF,Ord,Probe.amp.tar,MICRO,2.73,MIN,,ACTIVE,,1,,,,,,3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; Cerebral spinal fluid; Cerebrospinal Fl; Deoxyribonucleic acid; DNA NUCLEIC ACID PROBE; DNA probe; Herp splx; Herpes simplex virus type 1; HSV; HSV1; i; ID; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; NAA+probe; NAAT; NASBA; Neuro; Neurology; Nucleic acid sequence based analysis; Ordinal; PCR; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; Screen; SDA; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid; Strand Displacement Amplification; TMA; Transcription mediated amplification,HSV1 DNA CSF Ql NAA+probe,Both,,,,Herpes simplex virus 1 DNA [Presence] in Cerebral spinal fluid by NAA with probe detection,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",3712,0,,,,,,1.0l,,HSV 1 DNA NAA+probe Ql (CSF)
1695-6,5-Hydroxyindoleacetate,MRat,24H,Urine,Qn,,CHEM,2.73,MIN,,ACTIVE,,1,,,,,Y,1 day; 24 hours; 24HR; 5HIA; 5HIAA; 5-HIAA; 5-Hydroxy indoleacetate; 5-hydroxyindoleacetic acid; 5OH-indoleacetate; Chemistry; Hydroxyindoacet; Mass rate; mRate; Oncology; QNT; Quan; Quant; Quantitative; Serotonin metabolite; Tumor marker; UA; UR; Urn,5OH-indoleacetate 24h Ur-mRate,Both,,,mg/24 H,5-Hydroxyindoleacetate [Mass/time] in 24 hour Urine,mg/(24.h),,,,2637,0,,,,,,1.0,,5-Hydroxyindoleacetate (24H U) [Mass/Time]
16960-7,Herpes simplex virus 2 DNA,PrThr,Pt,CSF,Ord,Probe.amp.tar,MICRO,2.73,MIN,,ACTIVE,,1,,,,,,3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; Cerebral spinal fluid; Cerebrospinal Fl; Deoxyribonucleic acid; DNA NUCLEIC ACID PROBE; DNA probe; Herp splx; Herpes simplex virus type 2; Herpes simplex virus type II; HSV; HSV2; ID; II; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; NAA+probe; NAAT; NASBA; Neuro; Neurology; Nucleic acid sequence based analysis; Ordinal; PCR; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; Screen; SDA; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid; Strand Displacement Amplification; TMA; Transcription mediated amplification,HSV2 DNA CSF Ql NAA+probe,Both,,,,Herpes simplex virus 2 DNA [Presence] in Cerebral spinal fluid by NAA with probe detection,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",3703,0,,,,,,1.0l,,HSV 2 DNA NAA+probe Ql (CSF)
16998-7,HYDROmorphone,MCnc,Pt,Urine,Qn,Confirm,DRUG/TOX,2.73,MIN,,ACTIVE,,1,,,,,Y,Addiction; Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; Dihydromorphinone; Dilaudid; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; GCMS; Hydromorphinone; Illicit; LC/MS/MS; Level; Mass concentration; Point in time; PotentialForAbuse; QNT; Quan; Quant; Quantitative; Random; UA; UR; Urn,HYDROmorphone Ur Cfm-mCnc,Both,,,ug/mL,HYDROmorphone [Mass/volume] in Urine by Confirmatory method,ug/mL,,,,975,0,,,,,,1.0l,,HYDROmorphone Confirm (U) [Mass/Vol]
17033-2,Ketamine,PrThr,Pt,Urine,Ord,Confirm,DRUG/TOX,2.73,MIN,,ACTIVE,,1,,,,,,Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; DRUG/TOXICOLOGY; Drugs; GCMS; Ketalar; Ketaset; Ketavet; LC/MS/MS; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; UA; UR; Urn,Ketamine Ur Ql Cfm,Both,,,,Ketamine [Presence] in Urine by Confirmatory method,,,,"The Property has been changed from ACnc to reflect new model for ordinal terms; The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",4480,0,,,,,,1.0l,,Ketamine Confirm Ql (U)
17088-6,LORazepam,MCnc,Pt,Urine,Qn,Confirm,DRUG/TOX,2.73,MIN,,ACTIVE,,1,,,,,Y,Addiction; Ativan; Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; GCMS; Illicit; LC/MS/MS; Level; Mass concentration; Point in time; PotentialForAbuse; QNT; Quan; Quant; Quantitative; Random; UA; UR; Urn,LORazepam Ur Cfm-mCnc,Both,,,ng/mL,LORazepam [Mass/volume] in Urine by Confirmatory method,ng/mL,,,,1032,0,,,,,,1.0l,,LORazepam Confirm (U) [Mass/Vol]
17110-8,Cells.CD11b/100 cells,NFr,Pt,Bld,Qn,,CELLMARK,2.73,MIN,,ACTIVE,,1,,,,,Y,AlphaM integrin chain; AlphaM-beta2; Blood; C3biR; CD11b Cells; Cell; CELL MARKERS; Cellularity; CR3; Gated cells; Leu15; Leu-15; Mac-1; Mo1; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; R3; Random; WB; Whole blood,CD11b Cells NFr Bld,Observation,,,%,CD11b cells/100 cells in Blood,%,,,,3468,0,,,,,,1.0l,,CD11b cells/100 cells (Bld)
1711-1,Acid phosphatase,CCnc,Pt,Bld,Qn,,CHEM,2.73,MIN,,ACTIVE,,1,,,,,Y,Ac Phos; Acd; Acid phosphatase.total; Acids; AcP; Blood; Catalytic Concentration; Chemistry; Phos; Phosphtase; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood,ACP Bld-cCnc,Both,,,arb U/L,Acid phosphatase [Enzymatic activity/volume] in Blood,U/L,,,,895,0,,,,,,1.0,,Acid phosphatase (Bld) [Catalytic activity/Vol]
17117-3,Cells.CD15/100 cells,NFr,Pt,Bld,Qn,,CELLMARK,2.73,MIN,,ACTIVE,,1,,,,,Y,3-FAL; 3-FL; Blood; CD15 Cells; Cell; CELL MARKERS; Cellularity; Gated cells; Lacto-n-neo-fucopentaose III; LeuM1; Leu-M1; Lewis X; Lex; LNFP III; M-1; My1; My-1; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; SSEA-1; WB; Whole blood; X-hapten,CD15 Cells NFr Bld,Observation,,,%,CD15 cells/100 cells in Blood,%,,,,3521,0,,,,,,1.0l,,CD15 cells/100 cells (Bld)
17146-2,Cells.CD4+CD8+/100 cells,NFr,Pt,Bld,Qn,,CELLMARK,2.73,MIN,,ACTIVE,,1,,,,,Y,Blood; CD4 Cells; CD4+CD8+ Cells; CD4-CD8-; Cell; CELL MARKERS; Cellularity; Gated cells; Helper T cells; Inducer T cells; L3T4; Leu2; Leu-2; Leu3; Leu-3; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; Suppressor T cells; T4; T-4; T8; T-8; Tsuppressor; W3/25; WB; Whole blood,CD4+CD8+ Cells NFr Bld,Observation,,,%,CD4+CD8+ cells/100 cells in Blood,%,,,,2181,0,,,,,,1.0l,,CD4+CD8+ cells/100 cells (Bld)
17153-8,Cells.CD4+CD45RA+/Cells.CD8,NRto,Pt,Bld,Qn,,CELLMARK,2.73,MIN,,ACTIVE,,1,,,,,Y,2H4; Blood; CD4 Cells; CD4+CD45RA+ Cells; CD8 cells; Cell; CELL MARKERS; Cellularity; Helper T cells; Inducer T cells; L3T4; Leu18; Leu-18; Leu2; Leu-2; Leu3; Leu-3; Number ratio; Point in time; QNT; Quan; Quant; Quantitative; Random; Suppressor T cells; T4; T-4; T8; T-8; Tsuppressor; W3/25; WB; Whole blood,CD4+CD45RA+ Cells/CD8 cells Bld,Observation,,,,CD4+CD45RA+ cells/CD8 Cells [# Ratio] in Blood,,,,,2983,0,,,,,,1.0l,,CD4+CD45RA+ cells/CD8 Cells (Bld) [# ratio]
17157-9,Cells.CD45RA/100 cells,NFr,Pt,Bld,Qn,,CELLMARK,2.73,MIN,,ACTIVE,,1,,,,,Y,2H4; Blood; CD45RA Cells; Cell; CELL MARKERS; Cellularity; Gated cells; Leu18; Leu-18; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood,CD45RA Cells NFr Bld,Observation,,,%,CD45RA cells/100 cells in Blood,%,,,,2817,0,,,,,,1.0l,,CD45RA cells/100 cells (Bld)
17161-1,Cells.CD47/100 cells,NFr,Pt,Bld,Qn,,CELLMARK,2.73,MIN,,ACTIVE,,1,,,,,Y,Blood; CD47 Cells; CDw149; Cell; CELL MARKERS; Cellularity; Gated cells; gp42; IAP; integrin-associated protein; MEM-133; Neurophilin; Number fraction; OA3; Ovarian carcinoma antigen 3; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; Rh-associated protein*; WB; Whole blood,CD47 Cells NFr Bld,Observation,,,%,CD47 cells/100 cells in Blood,%,,,,2303,0,,,,,,1.0l,,CD47 cells/100 cells (Bld)
17183-5,Cells.CD64/100 cells,NFr,Pt,Bld,Qn,,CELLMARK,2.73,MIN,,ACTIVE,,1,,,,,Y,Blood; CD64 Cells; Cell; CELL MARKERS; Cellularity; Fc gamma receptor I; Fc gamma RI; FC gammaRI; FCR I; Gated cells; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood,CD64 Cells NFr Bld,Observation,,,%,CD64 cells/100 cells in Blood,%,,,,3491,0,,,,,,1.0l,,CD64 cells/100 cells (Bld)
17224-7,Lymphocytes.lambda/100 lymphocytes,NFr,Pt,Bld,Qn,,CELLMARK,2.73,MIN,,ACTIVE,,1,,,,,Y,Blood; CELL MARKERS; Lymp; Lymph; Lympho; Lymphocyte; Lymphs; Lymphs Lambda; Lymphs%; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; Tumor marker; WB; Whole blood,Lymphs Lambda/lymph NFr Bld,Observation,,,%,Lambda lymphocytes/100 lymphocytes in Blood,%,,,,4497,0,,,,,,1.0l,,Lambda lymphocytes/100 lymphs (Bld)
17257-7,Mesothelial cells,PrThr,Pt,Body fld,Ord,Microscopy.light,HEM/BC,2.73,MIN,,ACTIVE,,1,,,,,,"B/F; BF; bod; Bodies; Body fluid; Body fluid, unsp; Cell; Cellularity; Fl; Fld; FLU; Fluid; HEMATOLOGY/CELL COUNTS; LM; Mesothl; Mesothl Cell; Micro; Micros; Microscopic; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen",Mesothl Cell Fld Ql Micro,Observation,,,,Mesothelial cells [Presence] in Body fluid by Light microscopy,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",2994,0,,,,,,1.0l,,Mesothelial cells LM Ql (Body fld)
17284-1,Mitochondria Ab,PrThr,Pt,Ser,Ord,IF,SERO,2.73,MIN,,ACTIVE,,1,,,,,,ABS; Aby; ACIF; AMA; Antby; Anti; Antibodies; Antibodies to Microtubule Associated Protein 2; Antibody; Anticomplement Immunofluorescence; Antimitochondrial antibodies; Autoantibodies; Autoantibody; FA; Fluorescent antibody; Fluoresent; Hepatology; IFA; Immune fluorescence; Immunoflour; Immunofluor; Immunofluorescence; Liver; M2; MA; Mito; Mitochon; Mitochond; Mitochondrial; Mitochondrial Ab; Ordinal; PBC; Point in time; PR; Primary Biliary Cirrhosis; QL; Qual; Qualitative; Random; S; Screen; Serology; Serum; SR; Time Resolved Fluorescence; TRF; UniversalLabOrders,Mitochondria Ab Ser Ql IF,Both,,,,Mitochondria Ab [Presence] in Serum by Immunofluorescence,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",2406,0,,,,,,1.0l,,Mitochondria Ab IF Ql (S)
173-5,Chloramphenicol,Susc,Pt,Isolate,OrdQn,MIC,ABXBACT,2.73,MIN,,ACTIVE,,1,,,,,,Amphicol; ANTIBIOTIC SUSCEPTIBILITIES; AST; Biophenicol; c225; Chloramphen; Chloromycetin; ID; Infectious Disease; InfectiousDisease; Islt; Isol; Minimum inhibitory concentration; Mychel; Paraxin; Point in time; Random; Sus; Suscept; Susceptibilities; Susceptibility; Susceptibilty,Chloramphen Islt MIC,Observation,,,ug/mL,Chloramphenicol [Susceptibility] by Minimum inhibitory concentration (MIC),ug/mL,,,,3602,0,,,,,,1.0,,Chloramphenicol MIC [Susc]
17351-8,Neutrophil cytoplasmic Ab,PrThr,Pt,Ser,Ord,,SERO,2.73,MIN,,ACTIVE,,1,,,,,,ABS; Aby; ACNA; ACPA; ANCA; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Cytopl; Cytoplas; Granulocyte ab; Granulocyte nucleus ab; Neut; Neutr; Neutrophils; Ordinal; PMN; PNM; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serology; Serum; SR; Vasculitis,ANCA Ab Ser Ql,Both,,,,Neutrophil cytoplasmic Ab [Presence] in Serum,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",3632,0,,,,,,1.0l,,Neutrophil cytoplasmic Ab Ql (S)
17353-4,Neutrophil cytoplasmic Ab.classic,PrThr,Pt,Ser,Ord,IF,SERO,2.73,MIN,,ACTIVE,,1,,,,,,ACIF; ACNA; ACPA; ANCA; Anticomplement Immunofluorescence; cANCA; c-ANCA; Cytopl; Cytoplas; Cytoplasmic ANCA; FA; Fluorescent antibody; Fluoresent; Granulocyte ab; Granulocyte nucleus ab; IFA; Immune fluorescence; Immunoflour; Immunofluor; Immunofluorescence; Neut; Neutr; Neutrophils; Ordinal; PMN; PNM; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serology; Serum; SR; Time Resolved Fluorescence; TRF; Vasculitis,c-ANCA Ser Ql IF,Both,,,,Neutrophil cytoplasmic Ab.classic [Presence] in Serum by Immunofluorescence,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",1188,0,,,,,,1.0l,,Neutrophil cytoplasmic Ab.classic IF Ql (S)
17355-9,Neutrophil cytoplasmic Ab.IgG,PrThr,Pt,Ser,Ord,,SERO,2.73,MIN,,ACTIVE,,1,,,,,,ABS; Aby; ACNA; ACPA; ANCA; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Cytopl; Cytoplas; Granulocyte ab; Granulocyte nucleus ab; Immune globulin G; Immunoglobulin G; Neut; Neutr; Neutrophils; Ordinal; PMN; PNM; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serology; Serum; SR; Vasculitis,ANCA IgG Ser Ql,Both,,,,Neutrophil cytoplasmic IgG Ab [Presence] in Serum,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",4590,0,,,,,,1.0l,,Neutrophil cytoplasmic IgG Ql (S)
17357-5,Neutrophil cytoplasmic Ab.perinuclear,PrThr,Pt,Ser,Ord,IF,SERO,2.73,MIN,,ACTIVE,,1,,,,,,ACIF; ACNA; ACPA; ANCA; Anticomplement Immunofluorescence; Cytopl; Cytoplas; FA; Fluorescent antibody; Fluoresent; Granulocyte ab; Granulocyte nucleus ab; IFA; Immune fluorescence; Immunoflour; Immunofluor; Immunofluorescence; Neut; Neutr; Neutrophils; NSNA; Ordinal; pANCA; p-ANCA; Perinuclear ANCA; PMN; PNM; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serology; Serum; SR; Time Resolved Fluorescence; TRF; Vasculitis,p-ANCA Ser Ql IF,Both,,,,Neutrophil cytoplasmic Ab.perinuclear [Presence] in Serum by Immunofluorescence,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",3557,0,,,,,,1.0l,,Neutrophil cytoplasmic Ab.perinuclear IF Ql (S)
17376-5,Norpropoxyphene,PrThr,Pt,Urine,Ord,Confirm,DRUG/TOX,2.73,MIN,,ACTIVE,,1,,,,,,Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; DRUG/TOXICOLOGY; Drugs; GCMS; LC/MS/MS; n-desmethylproproxyphene; Norpropoxyp; Ordinal; Point in time; PR; Propoxyphene metabolite; QL; Qual; Qualitative; Random; Screen; UA; UR; Urn,Norpropoxyph Ur Ql Cfm,Both,,,,Norpropoxyphene [Presence] in Urine by Confirmatory method,,,,"The Property has been changed from ACnc to reflect new model for ordinal terms; The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",4735,0,,,,,,1.0l,,Norpropoxyphene Confirm Ql (U)
17395-5,oxyMORphone,MCnc,Pt,Urine,Qn,Confirm,DRUG/TOX,2.73,MIN,,ACTIVE,,1,,,,,Y,14-Hydroxydihydromorphinone; Addiction; Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; GCMS; Illicit; LC/MS/MS; Level; Mass concentration; Numorphan; Numorphone; Opana; Point in time; PotentialForAbuse; QNT; Quan; Quant; Quantitative; Random; UA; UniversalLabOrders; UR; Urn,oxyMORphone Ur Cfm-mCnc,Both,,,ng/mL,oxyMORphone [Mass/volume] in Urine by Confirmatory method,ng/mL,,,,998,0,,,,,,1.0l,,oxyMORphone Confirm (U) [Mass/Vol]
17399-7,Human papilloma virus 16 Ag,PrThr,Pt,XXX,Ord,,MICRO,2.73,MIN,,ACTIVE,,1,,,,,,Antigen; Antigens; Genital warts; HPV; HPV16; Human papillomavirus; ID; Infectious Disease; InfectiousDisease; Microbiology; Misc; Miscellaneous; Ordinal; Other; Papilloma virus high risk; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Spec; To be specified in another part of the message; Unspecified,HPV16 Ag Spec Ql,Both,,,,Human papilloma virus 16 Ag [Presence] in Specimen,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",3539,0,,,,,,1.0l,,HPV 16 Ag Ql (Specimen)
17401-1,Human papilloma virus 18 Ag,PrThr,Pt,XXX,Ord,,MICRO,2.73,MIN,,ACTIVE,,1,,,,,,Antigen; Antigens; Genital warts; HPV; HPV18; Human papillomavirus; ID; Infectious Disease; InfectiousDisease; Microbiology; Misc; Miscellaneous; Ordinal; Other; Papilloma virus high risk; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Spec; To be specified in another part of the message; Unspecified,HPV18 Ag Spec Ql,Both,,,,Human papilloma virus 18 Ag [Presence] in Specimen,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",2531,0,,,,,,1.0l,,HPV 18 Ag Ql (Specimen)
1742-6,Alanine aminotransferase,CCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,MIN,,ACTIVE,,1,,,,,Y,Ala; Alanine transaminase; ALAT; Alpha alanine; ALT; Catalytic Concentration; Chemistry; Glutamic-pyruvic transferase; Hepatology; L-alanine; Liver; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SGPT; SR; UniversalLabOrders,ALT SerPl-cCnc,Both,,,arb U/L,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,U/L,,,,24,80,,,,,,1.0,,ALT [Catalytic activity/Vol]
17433-4,pH,LsCnc,Pt,XXX,SemiQn,,CHEM,2.75,MAJ,,ACTIVE,,1,,,,,,Chemistry; Log molar concentration; Misc; Miscellaneous; Other; Point in time; Random; SmQn; Spec; To be specified in another part of the message; Unspecified,pH Spec,Both,,,pH,pH of Specimen,[pH],,,,1794,0,,,,,,1.0l,,pH (Specimen)
1743-4,Alanine aminotransferase,CCnc,Pt,Ser/Plas,Qn,With P-5'-P,CHEM,2.73,MIN,,ACTIVE,,1,,,,,Y,Ala; Alanine transaminase; ALAT; Alpha alanine; ALT; Catalytic Concentration; Chemistry; Glutamic-pyruvic transferase; Hepatology; L-alanine; Liver; P prime; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SGPT; SR; w P-5'-P,ALT SerPl w P-5'-P-cCnc,Both,,,arb U/L,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma by With P-5'-P,U/L,,,,216,0,,,,,,1.0,,ALT With P-5'-P [Catalytic activity/Vol]
